"funnel_step","funnel_name","platform","age_range","download_date","user_count","ride_count"
"1","downloaded_app","web","25-34","2021-05-19","1","0"
"1","downloaded_app","android","35-44","2021-08-13","3","0"
"1","downloaded_app","android","35-44","2021-08-14","4","0"
"1","downloaded_app","android","18-24","2021-02-06","1","0"
"1","downloaded_app","web","25-34","2021-05-18","1","0"
"1","downloaded_app","web","25-34","2021-05-17","1","0"
"1","downloaded_app","android","35-44","2021-08-15","5","0"
"1","downloaded_app","android","18-24","2021-07-28","2","0"
"1","downloaded_app","web","25-34","2021-05-16","1","0"
"1","downloaded_app","web","25-34","2021-05-14","1","0"
"1","downloaded_app","android","35-44","2021-08-16","5","0"
"1","downloaded_app","web","25-34","2021-05-12","1","0"
"1","downloaded_app","web","25-34","2021-05-11","1","0"
"1","downloaded_app","android","35-44","2021-08-17","1","0"
"1","downloaded_app","android","35-44","2021-08-18","2","0"
"1","downloaded_app","web","","2021-05-25","1","0"
"1","downloaded_app","android","35-44","2021-08-19","3","0"
"1","downloaded_app","web","25-34","2021-05-09","1","0"
"1","downloaded_app","web","25-34","2021-05-08","2","0"
"1","downloaded_app","android","35-44","2021-08-20","5","0"
"1","downloaded_app","web","","2021-05-24","2","0"
"1","downloaded_app","web","25-34","2021-05-07","1","0"
"1","downloaded_app","web","25-34","2021-05-06","1","0"
"1","downloaded_app","android","35-44","2021-08-21","9","0"
"1","downloaded_app","web","25-34","2021-05-04","1","0"
"1","downloaded_app","web","25-34","2021-05-03","2","0"
"1","downloaded_app","android","35-44","2021-08-22","3","0"
"1","downloaded_app","android","18-24","2021-07-30","1","0"
"1","downloaded_app","web","25-34","2021-05-02","2","0"
"1","downloaded_app","web","25-34","2021-05-01","1","0"
"1","downloaded_app","android","35-44","2021-08-23","3","0"
"1","downloaded_app","web","25-34","2021-04-30","1","0"
"1","downloaded_app","web","25-34","2021-04-29","1","0"
"1","downloaded_app","android","35-44","2021-08-24","8","0"
"1","downloaded_app","android","18-24","2021-01-08","3","0"
"1","downloaded_app","web","25-34","2021-04-28","2","0"
"1","downloaded_app","web","25-34","2021-04-27","1","0"
"1","downloaded_app","android","35-44","2021-08-25","4","0"
"1","downloaded_app","android","18-24","2021-07-31","2","0"
"1","downloaded_app","web","25-34","2021-04-26","2","0"
"1","downloaded_app","web","25-34","2021-04-24","1","0"
"1","downloaded_app","android","35-44","2021-08-26","2","0"
"1","downloaded_app","web","25-34","2021-04-21","1","0"
"1","downloaded_app","web","25-34","2021-04-18","2","0"
"1","downloaded_app","android","35-44","2021-08-27","4","0"
"1","downloaded_app","web","25-34","2021-04-17","1","0"
"1","downloaded_app","web","25-34","2021-04-14","1","0"
"1","downloaded_app","android","35-44","2021-08-28","2","0"
"1","downloaded_app","web","","2021-05-22","1","0"
"1","downloaded_app","web","25-34","2021-04-13","1","0"
"1","downloaded_app","web","25-34","2021-04-12","2","0"
"1","downloaded_app","android","35-44","2021-08-29","3","0"
"1","downloaded_app","web","25-34","2021-04-10","1","0"
"1","downloaded_app","web","25-34","2021-04-08","1","0"
"1","downloaded_app","android","35-44","2021-08-30","3","0"
"1","downloaded_app","web","","2021-05-21","1","0"
"1","downloaded_app","web","25-34","2021-04-04","1","0"
"1","downloaded_app","android","35-44","2021-08-31","2","0"
"1","downloaded_app","web","25-34","2021-04-03","1","0"
"1","downloaded_app","android","35-44","2021-09-01","2","0"
"1","downloaded_app","android","18-24","2021-08-01","1","0"
"1","downloaded_app","web","25-34","2021-04-02","1","0"
"1","downloaded_app","android","35-44","2021-09-02","1","0"
"1","downloaded_app","android","35-44","2021-09-03","6","0"
"1","downloaded_app","web","","2021-11-21","3","0"
"1","downloaded_app","web","25-34","2021-03-31","1","0"
"1","downloaded_app","web","25-34","2021-03-28","2","0"
"1","downloaded_app","android","35-44","2021-09-04","2","0"
"1","downloaded_app","web","","2021-05-20","2","0"
"1","downloaded_app","web","25-34","2021-03-27","2","0"
"1","downloaded_app","android","35-44","2021-09-05","4","0"
"1","downloaded_app","web","25-34","2021-03-25","1","0"
"1","downloaded_app","web","25-34","2021-03-24","2","0"
"1","downloaded_app","android","35-44","2021-09-06","6","0"
"1","downloaded_app","web","","2021-05-19","2","0"
"1","downloaded_app","web","25-34","2021-03-22","1","0"
"1","downloaded_app","web","25-34","2021-03-20","2","0"
"1","downloaded_app","android","35-44","2021-09-07","6","0"
"1","downloaded_app","web","25-34","2021-03-15","1","0"
"1","downloaded_app","web","25-34","2021-03-12","3","0"
"1","downloaded_app","android","35-44","2021-09-08","2","0"
"1","downloaded_app","android","18-24","2021-08-02","1","0"
"1","downloaded_app","web","25-34","2021-03-11","2","0"
"1","downloaded_app","web","25-34","2021-03-09","1","0"
"1","downloaded_app","android","35-44","2021-09-09","2","0"
"1","downloaded_app","android","35-44","2021-09-10","4","0"
"1","downloaded_app","web","25-34","2021-03-08","2","0"
"1","downloaded_app","web","25-34","2021-03-05","2","0"
"1","downloaded_app","android","35-44","2021-09-11","7","0"
"1","downloaded_app","android","18-24","2021-08-03","2","0"
"1","downloaded_app","web","25-34","2021-03-04","1","0"
"1","downloaded_app","web","25-34","2021-03-03","1","0"
"1","downloaded_app","android","35-44","2021-09-12","3","0"
"1","downloaded_app","web","25-34","2021-02-28","1","0"
"1","downloaded_app","android","35-44","2021-09-13","7","0"
"1","downloaded_app","web","","2021-11-20","2","0"
"1","downloaded_app","web","25-34","2021-02-22","4","0"
"1","downloaded_app","web","25-34","2021-02-21","1","0"
"1","downloaded_app","android","35-44","2021-09-14","6","0"
"1","downloaded_app","web","","2021-05-17","1","0"
"1","downloaded_app","web","25-34","2021-02-20","3","0"
"1","downloaded_app","android","35-44","2021-09-15","4","0"
"1","downloaded_app","web","25-34","2021-02-19","2","0"
"1","downloaded_app","web","25-34","2021-02-18","1","0"
"1","downloaded_app","android","35-44","2021-09-16","10","0"
"1","downloaded_app","web","","2021-05-16","1","0"
"1","downloaded_app","web","25-34","2021-02-17","1","0"
"1","downloaded_app","web","25-34","2021-02-16","1","0"
"1","downloaded_app","android","35-44","2021-09-17","3","0"
"1","downloaded_app","web","25-34","2021-02-14","2","0"
"1","downloaded_app","web","25-34","2021-02-11","1","0"
"1","downloaded_app","android","35-44","2021-09-18","5","0"
"1","downloaded_app","android","18-24","2021-08-09","4","0"
"1","downloaded_app","web","25-34","2021-02-10","1","0"
"1","downloaded_app","web","25-34","2021-02-09","1","0"
"1","downloaded_app","android","35-44","2021-09-19","4","0"
"1","downloaded_app","web","25-34","2021-02-07","2","0"
"1","downloaded_app","web","25-34","2021-02-05","1","0"
"1","downloaded_app","android","35-44","2021-09-20","8","0"
"1","downloaded_app","android","18-24","2021-02-07","4","0"
"1","downloaded_app","web","25-34","2021-02-04","2","0"
"1","downloaded_app","web","25-34","2021-02-03","2","0"
"1","downloaded_app","android","35-44","2021-09-21","1","0"
"1","downloaded_app","web","","2021-05-15","2","0"
"1","downloaded_app","web","25-34","2021-02-01","2","0"
"1","downloaded_app","web","25-34","2021-01-31","2","0"
"1","downloaded_app","android","35-44","2021-09-22","3","0"
"1","downloaded_app","web","25-34","2021-01-28","1","0"
"1","downloaded_app","web","25-34","2021-01-27","1","0"
"1","downloaded_app","android","35-44","2021-09-23","4","0"
"1","downloaded_app","web","","2021-05-14","1","0"
"1","downloaded_app","web","25-34","2021-01-25","2","0"
"1","downloaded_app","web","25-34","2021-01-24","2","0"
"1","downloaded_app","android","35-44","2021-09-24","3","0"
"1","downloaded_app","web","25-34","2021-01-22","1","0"
"1","downloaded_app","web","25-34","2021-01-19","1","0"
"1","downloaded_app","android","35-44","2021-09-25","4","0"
"1","downloaded_app","android","18-24","2021-08-12","1","0"
"1","downloaded_app","web","25-34","2021-01-18","2","0"
"1","downloaded_app","web","25-34","2021-01-17","1","0"
"1","downloaded_app","android","35-44","2021-09-26","4","0"
"1","downloaded_app","android","35-44","2021-09-28","3","0"
"1","downloaded_app","web","25-34","2021-01-16","1","0"
"1","downloaded_app","web","25-34","2021-01-14","1","0"
"1","downloaded_app","android","35-44","2021-09-29","5","0"
"1","downloaded_app","web","","2021-05-13","2","0"
"1","downloaded_app","web","25-34","2021-01-13","1","0"
"1","downloaded_app","web","25-34","2021-01-12","2","0"
"1","downloaded_app","android","35-44","2021-09-30","5","0"
"1","downloaded_app","android","18-24","2021-08-13","2","0"
"1","downloaded_app","web","25-34","2021-01-07","2","0"
"1","downloaded_app","web","25-34","2021-01-06","1","0"
"1","downloaded_app","android","35-44","2021-10-01","5","0"
"1","downloaded_app","web","25-34","2021-01-05","1","0"
"1","downloaded_app","web","25-34","2021-01-02","2","0"
"1","downloaded_app","android","35-44","2021-10-02","1","0"
"1","downloaded_app","android","35-44","2021-10-03","5","0"
"1","downloaded_app","web","25-34","2021-01-01","1","0"
"1","downloaded_app","web","18-24","2021-12-29","1","0"
"1","downloaded_app","android","35-44","2021-10-04","4","0"
"1","downloaded_app","android","18-24","2021-08-15","2","0"
"1","downloaded_app","web","18-24","2021-12-24","1","0"
"1","downloaded_app","web","18-24","2021-12-23","2","0"
"1","downloaded_app","android","35-44","2021-10-05","3","0"
"1","downloaded_app","web","18-24","2021-12-20","2","0"
"1","downloaded_app","android","35-44","2021-10-06","2","0"
"1","downloaded_app","android","35-44","2021-10-07","3","0"
"1","downloaded_app","android","18-24","2021-08-16","1","0"
"1","downloaded_app","web","18-24","2021-12-19","1","0"
"1","downloaded_app","web","18-24","2021-12-16","1","0"
"1","downloaded_app","android","35-44","2021-10-08","6","0"
"1","downloaded_app","web","18-24","2021-12-15","1","0"
"1","downloaded_app","web","18-24","2021-12-14","1","0"
"1","downloaded_app","android","35-44","2021-10-09","2","0"
"1","downloaded_app","web","","2021-11-18","3","0"
"1","downloaded_app","android","35-44","2021-10-10","2","0"
"1","downloaded_app","web","","2021-05-12","3","0"
"1","downloaded_app","web","18-24","2021-12-13","1","0"
"1","downloaded_app","web","18-24","2021-12-07","2","0"
"1","downloaded_app","android","35-44","2021-10-11","8","0"
"1","downloaded_app","web","18-24","2021-12-05","1","0"
"1","downloaded_app","web","18-24","2021-12-03","1","0"
"1","downloaded_app","android","35-44","2021-10-12","1","0"
"1","downloaded_app","web","","2021-05-10","2","0"
"1","downloaded_app","web","18-24","2021-12-02","1","0"
"1","downloaded_app","web","18-24","2021-12-01","1","0"
"1","downloaded_app","android","35-44","2021-10-13","4","0"
"1","downloaded_app","web","18-24","2021-11-30","1","0"
"1","downloaded_app","web","18-24","2021-11-27","1","0"
"1","downloaded_app","android","35-44","2021-10-14","3","0"
"1","downloaded_app","android","18-24","2021-08-17","1","0"
"1","downloaded_app","web","18-24","2021-11-25","1","0"
"1","downloaded_app","web","18-24","2021-11-24","1","0"
"1","downloaded_app","android","35-44","2021-10-15","4","0"
"1","downloaded_app","android","35-44","2021-10-16","7","0"
"1","downloaded_app","web","18-24","2021-11-22","1","0"
"1","downloaded_app","web","18-24","2021-11-21","1","0"
"1","downloaded_app","android","35-44","2021-10-17","5","0"
"1","downloaded_app","web","","2021-05-09","2","0"
"1","downloaded_app","web","18-24","2021-11-19","1","0"
"1","downloaded_app","web","18-24","2021-11-10","1","0"
"1","downloaded_app","android","35-44","2021-10-18","5","0"
"1","downloaded_app","android","18-24","2021-08-18","1","0"
"1","downloaded_app","web","18-24","2021-11-01","1","0"
"1","downloaded_app","web","18-24","2021-10-31","2","0"
"1","downloaded_app","android","35-44","2021-10-19","6","0"
"1","downloaded_app","web","18-24","2021-10-28","2","0"
"1","downloaded_app","web","18-24","2021-10-27","2","0"
"1","downloaded_app","android","35-44","2021-10-20","6","0"
"1","downloaded_app","android","18-24","2021-02-09","1","0"
"1","downloaded_app","web","18-24","2021-10-26","1","0"
"1","downloaded_app","web","18-24","2021-10-25","1","0"
"1","downloaded_app","android","35-44","2021-10-21","4","0"
"1","downloaded_app","web","18-24","2021-10-24","1","0"
"1","downloaded_app","web","18-24","2021-10-20","1","0"
"1","downloaded_app","android","35-44","2021-10-22","2","0"
"1","downloaded_app","android","18-24","2021-08-19","3","0"
"1","downloaded_app","web","18-24","2021-10-19","1","0"
"1","downloaded_app","android","35-44","2021-10-23","2","0"
"1","downloaded_app","web","18-24","2021-10-18","1","0"
"1","downloaded_app","web","18-24","2021-10-12","1","0"
"1","downloaded_app","android","35-44","2021-10-24","6","0"
"1","downloaded_app","web","18-24","2021-10-11","2","0"
"1","downloaded_app","web","18-24","2021-10-07","1","0"
"1","downloaded_app","android","35-44","2021-10-25","2","0"
"1","downloaded_app","web","","2021-05-08","2","0"
"1","downloaded_app","web","18-24","2021-09-28","1","0"
"1","downloaded_app","web","18-24","2021-09-27","1","0"
"1","downloaded_app","android","35-44","2021-10-26","6","0"
"1","downloaded_app","web","18-24","2021-09-26","2","0"
"1","downloaded_app","web","18-24","2021-09-23","2","0"
"1","downloaded_app","android","35-44","2021-10-27","1","0"
"1","downloaded_app","web","","2021-05-07","5","0"
"1","downloaded_app","web","18-24","2021-09-21","1","0"
"1","downloaded_app","android","35-44","2021-10-28","3","0"
"1","downloaded_app","android","18-24","2021-08-21","1","0"
"1","downloaded_app","web","18-24","2021-09-20","1","0"
"1","downloaded_app","web","18-24","2021-09-19","1","0"
"1","downloaded_app","android","35-44","2021-10-29","2","0"
"1","downloaded_app","android","35-44","2021-10-30","2","0"
"1","downloaded_app","android","18-24","2021-01-04","3","0"
"1","downloaded_app","web","18-24","2021-09-18","1","0"
"1","downloaded_app","web","18-24","2021-09-11","1","0"
"1","downloaded_app","android","35-44","2021-10-31","2","0"
"1","downloaded_app","web","18-24","2021-09-09","1","0"
"1","downloaded_app","web","18-24","2021-09-06","1","0"
"1","downloaded_app","android","35-44","2021-11-01","1","0"
"1","downloaded_app","web","","2021-05-06","1","0"
"1","downloaded_app","web","18-24","2021-09-05","1","0"
"1","downloaded_app","web","18-24","2021-09-03","1","0"
"1","downloaded_app","android","35-44","2021-11-02","5","0"
"1","downloaded_app","web","18-24","2021-09-02","1","0"
"1","downloaded_app","android","35-44","2021-11-03","3","0"
"1","downloaded_app","android","18-24","2021-08-22","2","0"
"1","downloaded_app","web","18-24","2021-08-30","1","0"
"1","downloaded_app","android","35-44","2021-11-04","2","0"
"1","downloaded_app","android","35-44","2021-11-05","7","0"
"1","downloaded_app","web","","2021-11-17","2","0"
"1","downloaded_app","web","18-24","2021-08-25","2","0"
"1","downloaded_app","web","18-24","2021-08-23","2","0"
"1","downloaded_app","android","35-44","2021-11-06","6","0"
"1","downloaded_app","web","","2021-05-05","1","0"
"1","downloaded_app","android","35-44","2021-11-07","4","0"
"1","downloaded_app","android","18-24","2021-08-23","2","0"
"1","downloaded_app","web","18-24","2021-08-22","1","0"
"1","downloaded_app","web","18-24","2021-08-20","1","0"
"1","downloaded_app","android","35-44","2021-11-08","8","0"
"1","downloaded_app","web","18-24","2021-08-18","1","0"
"1","downloaded_app","web","18-24","2021-08-17","3","0"
"1","downloaded_app","android","35-44","2021-11-09","7","0"
"1","downloaded_app","web","18-24","2021-08-16","1","0"
"1","downloaded_app","web","18-24","2021-08-12","1","0"
"1","downloaded_app","android","35-44","2021-11-10","9","0"
"1","downloaded_app","web","18-24","2021-08-11","1","0"
"1","downloaded_app","web","18-24","2021-08-08","2","0"
"1","downloaded_app","android","35-44","2021-11-11","5","0"
"1","downloaded_app","web","","2021-05-04","1","0"
"1","downloaded_app","web","18-24","2021-08-07","3","0"
"1","downloaded_app","android","35-44","2021-11-12","4","0"
"1","downloaded_app","web","18-24","2021-08-06","1","0"
"1","downloaded_app","web","18-24","2021-08-05","1","0"
"1","downloaded_app","android","35-44","2021-11-13","3","0"
"1","downloaded_app","android","18-24","2021-08-25","1","0"
"1","downloaded_app","android","35-44","2021-11-14","5","0"
"1","downloaded_app","web","18-24","2021-08-04","2","0"
"1","downloaded_app","android","35-44","2021-11-15","8","0"
"1","downloaded_app","web","","2021-11-14","2","0"
"1","downloaded_app","web","18-24","2021-08-02","1","0"
"1","downloaded_app","web","18-24","2021-07-31","1","0"
"1","downloaded_app","android","35-44","2021-11-16","5","0"
"1","downloaded_app","android","18-24","2021-08-26","1","0"
"1","downloaded_app","web","18-24","2021-07-21","1","0"
"1","downloaded_app","web","18-24","2021-07-18","1","0"
"1","downloaded_app","android","35-44","2021-11-17","4","0"
"1","downloaded_app","web","18-24","2021-07-17","1","0"
"1","downloaded_app","web","18-24","2021-07-14","2","0"
"1","downloaded_app","android","35-44","2021-11-18","6","0"
"1","downloaded_app","android","18-24","2021-02-10","2","0"
"1","downloaded_app","web","18-24","2021-07-13","1","0"
"1","downloaded_app","web","18-24","2021-07-11","1","0"
"1","downloaded_app","android","35-44","2021-11-19","7","0"
"1","downloaded_app","web","","2021-05-03","2","0"
"1","downloaded_app","web","18-24","2021-07-10","2","0"
"1","downloaded_app","web","18-24","2021-07-09","1","0"
"1","downloaded_app","android","35-44","2021-11-20","2","0"
"1","downloaded_app","android","18-24","2021-08-27","1","0"
"1","downloaded_app","android","35-44","2021-11-21","7","0"
"1","downloaded_app","web","18-24","2021-07-08","1","0"
"1","downloaded_app","web","18-24","2021-07-07","1","0"
"1","downloaded_app","android","35-44","2021-11-22","2","0"
"1","downloaded_app","web","18-24","2021-07-04","1","0"
"1","downloaded_app","web","18-24","2021-07-02","1","0"
"1","downloaded_app","android","35-44","2021-11-23","5","0"
"1","downloaded_app","web","18-24","2021-07-01","1","0"
"1","downloaded_app","web","18-24","2021-06-30","1","0"
"1","downloaded_app","android","35-44","2021-11-24","3","0"
"1","downloaded_app","android","18-24","2021-08-29","3","0"
"1","downloaded_app","web","18-24","2021-06-27","1","0"
"1","downloaded_app","web","18-24","2021-06-25","1","0"
"1","downloaded_app","android","35-44","2021-11-25","7","0"
"1","downloaded_app","web","18-24","2021-06-24","1","0"
"1","downloaded_app","web","18-24","2021-06-23","1","0"
"1","downloaded_app","android","35-44","2021-11-26","5","0"
"1","downloaded_app","web","","2021-12-23","2","0"
"1","downloaded_app","web","18-24","2021-06-20","1","0"
"1","downloaded_app","web","18-24","2021-06-18","3","0"
"1","downloaded_app","android","35-44","2021-11-27","2","0"
"1","downloaded_app","web","","2021-05-02","2","0"
"1","downloaded_app","web","18-24","2021-06-17","1","0"
"1","downloaded_app","web","18-24","2021-06-16","1","0"
"1","downloaded_app","android","35-44","2021-11-28","3","0"
"1","downloaded_app","android","18-24","2021-08-30","1","0"
"1","downloaded_app","web","18-24","2021-06-15","1","0"
"1","downloaded_app","web","18-24","2021-06-13","1","0"
"1","downloaded_app","android","35-44","2021-11-29","6","0"
"1","downloaded_app","web","18-24","2021-06-12","1","0"
"1","downloaded_app","web","18-24","2021-06-08","1","0"
"1","downloaded_app","android","35-44","2021-11-30","4","0"
"1","downloaded_app","web","18-24","2021-06-07","2","0"
"1","downloaded_app","web","18-24","2021-06-06","1","0"
"1","downloaded_app","android","35-44","2021-12-01","6","0"
"1","downloaded_app","web","18-24","2021-06-02","2","0"
"1","downloaded_app","web","18-24","2021-05-31","1","0"
"1","downloaded_app","android","35-44","2021-12-03","6","0"
"1","downloaded_app","web","","2021-04-30","1","0"
"1","downloaded_app","web","18-24","2021-05-28","1","0"
"1","downloaded_app","web","18-24","2021-05-27","2","0"
"1","downloaded_app","android","35-44","2021-12-04","3","0"
"1","downloaded_app","web","18-24","2021-05-22","2","0"
"1","downloaded_app","web","18-24","2021-05-20","1","0"
"1","downloaded_app","android","35-44","2021-12-05","6","0"
"1","downloaded_app","android","18-24","2021-09-01","2","0"
"1","downloaded_app","web","18-24","2021-05-15","1","0"
"1","downloaded_app","android","35-44","2021-12-06","4","0"
"1","downloaded_app","web","18-24","2021-05-14","1","0"
"1","downloaded_app","web","18-24","2021-05-13","2","0"
"1","downloaded_app","android","35-44","2021-12-07","4","0"
"1","downloaded_app","android","18-24","2021-02-12","1","0"
"1","downloaded_app","web","18-24","2021-05-08","1","0"
"1","downloaded_app","web","18-24","2021-05-07","1","0"
"1","downloaded_app","android","35-44","2021-12-08","2","0"
"1","downloaded_app","web","","2021-04-29","3","0"
"1","downloaded_app","web","18-24","2021-05-05","2","0"
"1","downloaded_app","android","35-44","2021-12-09","6","0"
"1","downloaded_app","android","18-24","2021-09-02","5","0"
"1","downloaded_app","web","18-24","2021-04-30","1","0"
"1","downloaded_app","web","18-24","2021-04-29","1","0"
"1","downloaded_app","android","35-44","2021-12-10","3","0"
"1","downloaded_app","android","35-44","2021-12-11","9","0"
"1","downloaded_app","web","18-24","2021-04-27","1","0"
"1","downloaded_app","web","18-24","2021-04-24","2","0"
"1","downloaded_app","android","35-44","2021-12-12","6","0"
"1","downloaded_app","web","18-24","2021-04-21","1","0"
"1","downloaded_app","web","18-24","2021-04-19","1","0"
"1","downloaded_app","android","35-44","2021-12-13","3","0"
"1","downloaded_app","web","","2021-04-28","3","0"
"1","downloaded_app","web","18-24","2021-04-14","3","0"
"1","downloaded_app","web","18-24","2021-04-11","1","0"
"1","downloaded_app","android","35-44","2021-12-14","4","0"
"1","downloaded_app","web","18-24","2021-04-10","1","0"
"1","downloaded_app","android","35-44","2021-12-15","3","0"
"1","downloaded_app","web","","2021-04-27","2","0"
"1","downloaded_app","web","18-24","2021-04-07","1","0"
"1","downloaded_app","web","18-24","2021-04-04","1","0"
"1","downloaded_app","android","35-44","2021-12-16","6","0"
"1","downloaded_app","android","18-24","2021-09-04","2","0"
"1","downloaded_app","web","18-24","2021-03-29","1","0"
"1","downloaded_app","web","18-24","2021-03-28","1","0"
"1","downloaded_app","android","35-44","2021-12-17","2","0"
"1","downloaded_app","web","18-24","2021-03-23","1","0"
"1","downloaded_app","web","18-24","2021-03-21","1","0"
"1","downloaded_app","android","35-44","2021-12-18","6","0"
"1","downloaded_app","web","18-24","2021-03-19","3","0"
"1","downloaded_app","web","18-24","2021-03-18","2","0"
"1","downloaded_app","android","35-44","2021-12-19","2","0"
"1","downloaded_app","web","18-24","2021-03-16","1","0"
"1","downloaded_app","web","18-24","2021-03-10","1","0"
"1","downloaded_app","android","35-44","2021-12-20","2","0"
"1","downloaded_app","web","","2021-04-25","6","0"
"1","downloaded_app","web","18-24","2021-03-09","1","0"
"1","downloaded_app","web","18-24","2021-03-08","1","0"
"1","downloaded_app","android","35-44","2021-12-21","5","0"
"1","downloaded_app","web","18-24","2021-03-07","2","0"
"1","downloaded_app","web","18-24","2021-03-05","4","0"
"1","downloaded_app","android","35-44","2021-12-22","3","0"
"1","downloaded_app","web","","2021-04-23","2","0"
"1","downloaded_app","web","18-24","2021-03-03","1","0"
"1","downloaded_app","web","18-24","2021-03-02","1","0"
"1","downloaded_app","android","35-44","2021-12-23","3","0"
"1","downloaded_app","android","18-24","2021-09-05","1","0"
"1","downloaded_app","web","18-24","2021-02-26","2","0"
"1","downloaded_app","web","18-24","2021-02-22","1","0"
"1","downloaded_app","android","35-44","2021-12-24","3","0"
"1","downloaded_app","web","18-24","2021-02-21","1","0"
"1","downloaded_app","web","18-24","2021-02-20","1","0"
"1","downloaded_app","android","35-44","2021-12-25","1","0"
"1","downloaded_app","web","","2021-11-12","3","0"
"1","downloaded_app","android","35-44","2021-12-26","1","0"
"1","downloaded_app","web","18-24","2021-02-19","1","0"
"1","downloaded_app","android","35-44","2021-12-27","3","0"
"1","downloaded_app","android","18-24","2021-09-06","1","0"
"1","downloaded_app","web","18-24","2021-02-18","1","0"
"1","downloaded_app","web","18-24","2021-02-15","1","0"
"1","downloaded_app","android","35-44","2021-12-28","6","0"
"1","downloaded_app","web","18-24","2021-02-14","1","0"
"1","downloaded_app","web","18-24","2021-02-12","1","0"
"1","downloaded_app","android","35-44","2021-12-29","1","0"
"1","downloaded_app","android","35-44","2021-12-30","4","0"
"1","downloaded_app","web","","2021-04-22","1","0"
"1","downloaded_app","web","18-24","2021-02-11","2","0"
"1","downloaded_app","web","18-24","2021-02-10","2","0"
"1","downloaded_app","android","35-44","2021-12-31","3","0"
"1","downloaded_app","web","18-24","2021-02-05","1","0"
"1","downloaded_app","web","18-24","2021-02-01","2","0"
"1","downloaded_app","android","45-54","2021-01-01","1","0"
"1","downloaded_app","web","","2021-04-21","1","0"
"1","downloaded_app","web","18-24","2021-01-27","1","0"
"1","downloaded_app","android","45-54","2021-01-02","4","0"
"1","downloaded_app","web","18-24","2021-01-26","1","0"
"1","downloaded_app","web","18-24","2021-01-25","2","0"
"1","downloaded_app","android","45-54","2021-01-04","2","0"
"1","downloaded_app","android","18-24","2021-09-07","3","0"
"1","downloaded_app","web","18-24","2021-01-23","1","0"
"1","downloaded_app","android","45-54","2021-01-06","1","0"
"1","downloaded_app","web","18-24","2021-01-22","1","0"
"1","downloaded_app","web","18-24","2021-01-15","1","0"
"1","downloaded_app","android","45-54","2021-01-07","2","0"
"1","downloaded_app","web","","2021-11-10","2","0"
"1","downloaded_app","web","18-24","2021-01-13","1","0"
"1","downloaded_app","web","18-24","2021-01-11","1","0"
"1","downloaded_app","android","45-54","2021-01-08","1","0"
"1","downloaded_app","web","","2021-04-20","1","0"
"1","downloaded_app","web","18-24","2021-01-10","1","0"
"1","downloaded_app","android","45-54","2021-01-09","3","0"
"1","downloaded_app","web","18-24","2021-01-08","2","0"
"1","downloaded_app","web","18-24","2021-01-07","1","0"
"1","downloaded_app","android","45-54","2021-01-10","3","0"
"1","downloaded_app","web","","2021-04-18","1","0"
"1","downloaded_app","web","18-24","2021-01-06","1","0"
"1","downloaded_app","web","18-24","2021-01-04","1","0"
"1","downloaded_app","android","45-54","2021-01-11","2","0"
"1","downloaded_app","ios","","2021-12-31","15","0"
"1","downloaded_app","ios","","2021-12-30","11","0"
"1","downloaded_app","android","45-54","2021-01-12","3","0"
"1","downloaded_app","android","18-24","2021-09-09","2","0"
"1","downloaded_app","ios","","2021-12-29","14","0"
"1","downloaded_app","ios","","2021-12-28","6","0"
"1","downloaded_app","android","45-54","2021-01-13","2","0"
"1","downloaded_app","ios","","2021-12-27","13","0"
"1","downloaded_app","ios","","2021-12-26","12","0"
"1","downloaded_app","android","45-54","2021-01-17","1","0"
"1","downloaded_app","android","18-24","2021-02-13","3","0"
"1","downloaded_app","ios","","2021-12-25","14","0"
"1","downloaded_app","android","45-54","2021-01-19","4","0"
"1","downloaded_app","web","","2021-04-16","4","0"
"1","downloaded_app","ios","","2021-12-24","15","0"
"1","downloaded_app","ios","","2021-12-23","7","0"
"1","downloaded_app","android","45-54","2021-01-20","2","0"
"1","downloaded_app","ios","","2021-12-22","5","0"
"1","downloaded_app","android","45-54","2021-01-21","1","0"
"1","downloaded_app","web","","2021-04-15","2","0"
"1","downloaded_app","ios","","2021-12-21","7","0"
"1","downloaded_app","ios","","2021-12-20","8","0"
"1","downloaded_app","android","45-54","2021-01-22","2","0"
"1","downloaded_app","ios","","2021-12-19","10","0"
"1","downloaded_app","ios","","2021-12-18","7","0"
"1","downloaded_app","android","45-54","2021-01-23","1","0"
"1","downloaded_app","android","18-24","2021-09-10","1","0"
"1","downloaded_app","android","45-54","2021-01-24","3","0"
"1","downloaded_app","ios","","2021-12-17","12","0"
"1","downloaded_app","android","45-54","2021-01-25","4","0"
"1","downloaded_app","ios","","2021-12-16","6","0"
"1","downloaded_app","android","45-54","2021-01-26","1","0"
"1","downloaded_app","web","","2021-04-14","2","0"
"1","downloaded_app","android","45-54","2021-01-28","1","0"
"1","downloaded_app","android","18-24","2021-09-12","2","0"
"1","downloaded_app","ios","","2021-12-15","12","0"
"1","downloaded_app","android","45-54","2021-01-29","3","0"
"1","downloaded_app","ios","","2021-12-14","12","0"
"1","downloaded_app","ios","","2021-12-13","9","0"
"1","downloaded_app","android","45-54","2021-02-01","2","0"
"1","downloaded_app","web","","2021-12-22","1","0"
"1","downloaded_app","ios","","2021-12-12","8","0"
"1","downloaded_app","ios","","2021-12-11","9","0"
